1.5	2474847645.47103
4.5	1479082511.33629
7.5	685950515.185973
10.5	450015114.932155
13.5	334550141.192487
16.5	256736056.002754
19.5	205214201.403374
22.5	160949410.379101
25.5	124155873.347453
28.5	125321064.234097
31.5	98107613.2786905
34.5	88237458.2386144
37.5	85750015.8089823
40.5	75481577.9513479
43.5	65704113.2930908
46.5	66167376.3225573
49.5	64147257.8763872
52.5	63754071.7777848
55.5	62351003.4014792
58.5	62139267.434523
61.5	57642963.5256016
64.5	56006089.5718183
67.5	54814715.4093524
70.5	50834627.2637121
73.5	48196866.2087871
76.5	44218193.7143221
79.5	41542173.8997527
82.5	38760473.3996771
85.5	36436010.0628551
88.5	34366805.5916982
91.5	27587076.1879943
94.5	29673939.2546102
97.5	27793687.4175486
100.5	26668385.9119496
103.5	25159285.3104644
106.5	23967747.4894706
109.5	24149882.0124423
112.5	23389297.6406285
115.5	22242483.2761252
118.5	21897616.2385688
121.5	20995177.070699
124.5	20730071.3213824
127.5	20050152.9696015
130.5	19956995.361642
133.5	19380730.1987746
136.5	19183219.2171856
139.5	18418189.391728
142.5	18369846.7409673
145.5	17821491.7257524
148.5	17884389.6904487
151.5	17917725.6507802
154.5	17445069.1721433
157.5	17495713.3319355
160.5	17219876.6957878
163.5	16555476.7000979
166.5	16328263.094241
169.5	16936966.1865613
172.5	17289213.2191752
175.5	17989213.9355615
178.5	18826134.1737408
181.5	18130706.9869021
184.5	17773404.4518821
187.5	18250372.3462519
190.5	18742098.9671564
193.5	19791929.2078811
196.5	20648216.4823285
199.5	20659904.3627699
202.5	18192048.994013
205.5	19110725.5428611
208.5	20081523.0288429
211.5	20051291.0470031
214.5	23161854.1839103
217.5	24258470.6729814
220.5	26332750.3244521
223.5	29956417.2271015
226.5	37135668.1250938
229.5	49569719.2270663
232.5	60473263.1261443
235.5	84908121.7527864
238.5	115411430.88389
241.5	147213031.95804
244.5	176195343.57548
247.5	203621198.195193
250.5	180668568.28561
253.5	179773624.497553
256.5	175741210.926432
259.5	173580837.750379
262.5	161417740.930429
265.5	174439192.242438
268.5	171801298.233769
271.5	148883085.054826
274.5	145632760.083193
277.5	132517144.496808
280.5	123439078.785533
283.5	102906338.810675
286.5	86527121.3309351
289.5	58477073.516789
292.5	33808600.825565
295.5	21384076.6651337
298.5	11656979.2006975
301.5	5440195.35840179
304.5	3355171.97669488
307.5	2350429.78911984
310.5	1814290.5513475
313.5	1463443.33805295
316.5	1197128.73639482
319.5	1177136.98566382
322.5	1402336.92254902
325.5	998094.72649123
328.5	849424.41612278
331.5	872232.590240415
334.5	716653.729285886
337.5	960965.026258266
340.5	1227898.78716633
343.5	679313.49088126
346.5	797388.9726195
349.5	685694.402008116
