1.5	54710768.44
4.5	59500525.74
7.5	36627589.89
10.5 26608100.68
13.5 21180164.15
16.5 17412014.48
19.5 15137673.32
22.5 13116553.73
25.5 11490672.26
28.5 12533784.37
31.5 10167801.87
34.5 8628775.82
37.5 8147145.98
40.5 7661265.95
43.5 7366634.32
46.5 7839274.72
49.5 7828884.76
52.5 8054338.03
55.5 7562507.93
58.5 7015307.87
61.5 6118007.84
64.5 5605042.23
67.5 5340719.06
70.5 5003009.93
73.5 4899145.63
76.5 4591225.81
79.5 4253250.28
82.5 3882679.19
85.5 3594580.63
88.5 3475268.93
91.5 2671148.83
94.5 3257928.14
97.5 3495399.14
100.5 4004023.64
103.5 4804295.00
106.5 6292363.29
109.5 9396792.45
112.5 11820667.46
115.5 10532733.41
118.5 7973091.08
121.5 5451683.72
124.5 3856074.90
127.5 2689163.81
130.5 2286266.91
133.5 2134607.28
136.5 2105986.05
139.5 2038919.81
142.5 2040062.73
145.5 1958508.01
148.5 1912056.56
151.5 1873503.95
154.5 1796210.42
157.5 1785937.57
160.5 1746944.09
163.5 1680610.89
166.5 1704654.26
169.5 2722170.53
172.5 2791644.05
175.5 2916714.74
178.5 3051629.27
181.5 3083955.58
184.5 3028598.39
187.5 3351722.23
190.5 3684482.55
193.5 4244949.56
196.5 5108980.21
199.5 5856330.88
202.5 5997429.97
205.5 7309565.22
208.5 8983543.95
211.5 10332637.82
214.5 13624747.01
217.5 16865248.33
220.5 20374964.46
223.5 24053950.70
226.5 28288653.79
229.5 32107583.87
232.5 32232943.95
235.5 34010075.58
238.5 32346761.18
241.5 30118035.10
244.5 27480515.30
247.5 24590408.52
250.5 17889306.61
253.5 14274196.38
256.5 9347873.65
259.5 5590565.10
262.5 3104784.98
265.5 1689146.65
268.5 804285.41
271.5 470118.65
274.5 391774.81
277.5 358082.39
280.5 340879.54
283.5 303036.09
286.5 355322.04
289.5 329420.54
292.5 289618.45
295.5 310832.03
298.5 308740.27
301.5 274007.44
304.5 241875.83
307.5 269780.33
310.5 269274.35
313.5 243300.06
316.5 260696.86
319.5 266839.78
322.5 253277.96
325.5 273425.41
328.5 319096.26
331.5 280636.20
334.5 260011.98
337.5 283176.98
340.5 279130.74
343.5 258336.15
346.5 305303.17
349.5 265561.15
352.5 330053.73
355.5 275836.93
358.5 245769.42
361.5 243014.56
364.5 239558.25
367.5 233573.96
370.5 266911.22
373.5 259161.72
376.5 239613.08
379.5 234248.69
382.5 230323.82
385.5 262387.36
388.5 243437.38
391.5 239274.94
394.5 234182.43
397.5 262670.71
400.5 213244.06
403.5 212173.06
406.5 213465.55
409.5 207662.79
412.5 207734.37
415.5 211311.58
418.5 204696.17
421.5 209127.94
424.5 219513.30
427.5 225420.33
430.5 204827.42
433.5 212004.63
436.5 211492.12
439.5 210124.01
442.5 214516.05
445.5 204054.32
448.5 215361.37
451.5 180607.08
454.5 188162.20
457.5 190818.71
460.5 183946.01
463.5 186264.87
466.5 186973.67
469.5 180102.73
472.5 179605.98
475.5 177334.12
478.5 187146.01
481.5 183413.77
484.5 178327.88
487.5 177849.85
490.5 181779.96
493.5 180505.06
496.5 180211.18
499.5 185143.78
502.5 158836.14
505.5 158359.67
508.5 153450.65
511.5 158414.65
514.5 179760.34
517.5 148360.22
520.5 154232.51
523.5 159377.37
526.5 160401.80
529.5 149028.13
532.5 162515.44
535.5 151336.90
538.5 157567.71
541.5 146326.35
544.5 145370.00
547.5 141404.32
550.5 142478.98
553.5 141187.34
556.5 124135.21
559.5 138476.08
562.5 117136.67
565.5 113986.25
568.5 133164.27
571.5 107341.77
574.5 131415.05
577.5 111669.97
580.5 117345.73
583.5 107319.71
586.5 126257.34
589.5 103410.34
592.5 104354.00
