1.5	42608779.28
4.5	72298747.65
7.5	59553160.97
10.5 52440106.55
13.5 30583213.60
16.5 19099085.52
19.5 17177434.47
22.5 14575624.22
25.5 11100619.43
28.5 11752386.46
31.5 9877902.38
34.5 9938105.05
37.5 12184672.66
40.5 11682877.92
43.5 10021068.93
46.5 9586706.19
49.5 8774189.68
52.5 8054704.43
55.5 7108733.85
58.5 6214268.95
61.5 5071017.86
64.5 4431278.63
67.5 4069271.50
70.5 3625412.60
73.5 3328634.62
76.5 3022867.20
79.5 2836780.01
82.5 2642900.80
85.5 2520009.13
88.5 2480615.58
91.5 1944517.69
94.5 2274703.69
97.5 2261317.74
100.5 2286687.18
103.5 2267979.08
106.5 2203575.52
109.5 2224355.58
112.5 2195355.96
115.5 2060293.34
118.5 2002900.38
121.5 1849424.14
124.5 1787815.36
127.5 1669928.81
130.5 1578203.21
133.5 1483874.44
136.5 1417301.40
139.5 1341288.27
142.5 1303647.15
145.5 1251051.47
148.5 1209739.59
151.5 1210075.31
154.5 1170563.79
157.5 1203613.62
160.5 1226603.26
163.5 1260549.20
166.5 1361908.24
169.5 2257715.14
172.5 2395235.87
175.5 2559901.75
178.5 2907094.96
181.5 3128835.49
184.5 3335026.72
187.5 4100748.15
190.5 5194017.92
193.5 6691277.55
196.5 8888305.91
199.5 11160507.18
202.5 12307122.56
205.5 14876725.79
208.5 17311435.88
211.5 18835374.88
214.5 23012140.01
217.5 25898583.34
220.5 28434047.97
223.5 29499924.10
226.5 29373080.76
229.5 28875651.66
232.5 26539866.87
235.5 27339028.77
238.5 25547643.34
241.5 23053435.94
244.5 20195326.19
247.5 17139872.14
250.5 11692440.72
253.5 9662514.42
256.5 7830925.59
259.5 6056131.20
262.5 4188306.00
265.5 3093899.64
268.5 1858787.77
271.5 955142.54
274.5 568409.99
277.5 375206.97
280.5 322998.55
283.5 276078.00
286.5 364893.54
289.5 340247.09
292.5 252880.03
295.5 266148.34
298.5 285470.04
301.5 242502.06
304.5 214980.96
307.5 233640.76
310.5 240093.91
313.5 218607.69
316.5 235411.87
319.5 241854.30
322.5 222164.00
325.5 247435.56
328.5 237850.08
331.5 316814.59
334.5 280306.29
337.5 244454.53
340.5 242663.01
343.5 227946.02
346.5 317114.34
349.5 221418.34
352.5 223957.73
355.5 227890.90
358.5 214742.98
361.5 216275.68
364.5 211467.49
367.5 201371.34
370.5 230727.39
373.5 230884.90
376.5 205255.93
379.5 215762.85
382.5 214987.56
385.5 234916.27
388.5 217702.09
391.5 225062.97
394.5 215063.31
397.5 232684.15
400.5 192830.56
403.5 187510.39
406.5 190880.15
409.5 182317.02
412.5 184743.56
415.5 187250.88
418.5 179417.56
421.5 181299.09
424.5 178902.91
427.5 182646.33
430.5 179865.58
433.5 181880.89
436.5 185823.47
439.5 175058.63
442.5 180569.33
445.5 166647.07
448.5 222814.60
451.5 194538.54
454.5 209220.93
457.5 161381.35
460.5 162506.34
463.5 163586.09
466.5 168550.70
469.5 158171.03
472.5 203994.53
475.5 160395.02
478.5 164852.49
481.5 166725.14
484.5 161347.49
487.5 162981.80
490.5 163415.19
493.5 161732.93
496.5 184138.31
499.5 167525.56
502.5 141398.50
505.5 146290.17
508.5 135882.63
511.5 139658.43
514.5 152222.44
517.5 138985.12
520.5 133880.66
523.5 135493.72
526.5 135493.75
529.5 137138.31
532.5 146692.06
535.5 129913.37
538.5 129997.21
541.5 127476.61
544.5 130344.85
547.5 123328.27
550.5 122811.46
553.5 136031.82
556.5 107677.81
559.5 116135.39
562.5 102891.62
565.5 124044.86
568.5 116204.35
571.5 106247.44
574.5 116486.63
577.5 97469.56
580.5 110236.68
583.5 94275.66
586.5 105704.66
589.5 88618.39
592.5 87028.99
