1.5 37603584.65
4.5 73063855.20
7.5 72520616.30
10.5 67315571.04
13.5 51752774.15
16.5 32380349.98
19.5 21824168.01
22.5 17295161.42
25.5 13530241.77
28.5 13444101.69
31.5 10386631.95
34.5 8921320.76
37.5 9344442.99
40.5 9019860.40
43.5 8355992.27
46.5 9183379.19
49.5 9902567.07
52.5 10471864.11
55.5 10441899.30
58.5 10019041.65
61.5 7615761.13
64.5 5877673.74
67.5 5167792.60
70.5 4501212.89
73.5 3942425.81
76.5 3380706.86
79.5 2904640.75
82.5 2541599.72
85.5 2269614.57
88.5 2148261.34
91.5 1574822.58
94.5 1809504.95
97.5 1791362.45
100.5 1763816.59
103.5 1693225.54
106.5 1695328.58
109.5 1862789.68
112.5 1882899.72
115.5 1814239.02
118.5 1843402.35
121.5 1853546.94
124.5 1875243.95
127.5 1714724.13
130.5 1530074.23
133.5 1362178.45
136.5 1251804.43
139.5 1188901.81
142.5 1074792.15
145.5 978788.66
148.5 946984.39
151.5 913237.55
154.5 914428.60
157.5 903659.29
160.5 909666.61
163.5 907375.71
166.5 955910.41
169.5 1751464.35
172.5 1784358.10
175.5 1962545.87
178.5 2017037.10
181.5 2294389.16
184.5 2496882.84
187.5 3157809.19
190.5 4012727.49
193.5 5223837.20
196.5 7075644.85
199.5 9100497.96
202.5 9989643.42
205.5 12488081.04
208.5 15535191.09
211.5 17677288.83
214.5 22067275.73
217.5 25540968.84
220.5 28916400.12
223.5 32480304.86
226.5 34948403.50
229.5 35372797.43
232.5 32000546.16
235.5 29508103.78
238.5 23243698.74
241.5 16661563.80
244.5 10846385.74
247.5 5652797.65
250.5 2012127.02
253.5 851327.69
256.5 478499.48
259.5 364413.39
262.5 297973.20
265.5 295497.87
268.5 288457.59
271.5 266030.18
274.5 273971.51
277.5 260700.62
280.5 288969.41
283.5 271085.00
286.5 265277.47
289.5 259457.85
292.5 241130.34
295.5 263503.86
298.5 266030.77
301.5 225664.13
304.5 219205.81
307.5 259112.42
310.5 243294.09
313.5 221688.30
316.5 234271.43
319.5 243822.17
322.5 220249.93
325.5 233780.46
328.5 249964.60
331.5 247795.43
334.5 226713.85
337.5 261260.55
340.5 251025.93
343.5 227510.19
346.5 256192.05
349.5 242637.44
352.5 235489.38
355.5 248582.06
358.5 216928.60
361.5 219614.35
364.5 214228.74
367.5 209246.07
370.5 253218.47
373.5 224327.98
376.5 218603.03
379.5 206832.41
382.5 207943.47
385.5 227100.07
388.5 228633.85
391.5 205659.53
394.5 210227.46
397.5 235125.22
400.5 188588.70
403.5 193208.74
406.5 185289.21
409.5 186165.44
412.5 195530.61
415.5 186154.21
418.5 180978.32
421.5 248141.81
424.5 187375.19
427.5 188284.92
430.5 184336.42
433.5 204602.88
436.5 178034.43
439.5 181418.36
442.5 249551.97
445.5 199508.17
448.5 184096.06
451.5 161968.93
454.5 164349.87
457.5 176118.44
460.5 169446.19
463.5 183978.78
466.5 169128.09
469.5 171299.23
472.5 161847.91
475.5 164504.53
478.5 162423.83
481.5 225841.41
484.5 254096.36
487.5 161909.82
490.5 169699.40
493.5 184074.01
496.5 158655.56
499.5 159112.81
502.5 138520.82
505.5 138724.09
508.5 139782.60
511.5 143720.31
514.5 172992.14
517.5 141957.90
520.5 145176.41
523.5 144173.35
526.5 137327.91
529.5 134667.76
532.5 158161.70
535.5 131607.77
538.5 132802.79
541.5 142902.37
544.5 135632.93
547.5 138216.61
550.5 125212.64
553.5 128132.58
556.5 125426.40
559.5 125360.31
562.5 104703.04
565.5 99700.79
568.5 117828.09
571.5 103307.62
574.5 127279.92
577.5 96604.13
580.5 109047.31
583.5 103665.11
586.5 108574.90
589.5 92861.04
592.5 87799.35
